order_id,order_date,day,order_hour,city,chai_type,size,quantity,unit_price,discount_percent,total_amount,payment_method,customer_type,order_mode,weather,temperature_c,customer_rating,prep_time_min,sugar_level,milk_type,repeat_customer
CHAI1616,2026-06-29,Monday,18,Udaipur,Kesar Chai,Medium,2,55,0,110.0,UPI,Office Worker,Dine-in,Rainy,27.9,4.0,9.9,No Sugar,Regular,Yes
CHAI1617,2026-02-09,Monday,21,Delhi,Adrak Chai,Medium,1,35,0,35.0,UPI,Other,Takeaway,Sunny,25.5,5.0,10.4,Normal,No Milk,Yes
CHAI1618,2026-04-21,Tuesday,11,Pune,Elaichi Chai,Medium,1,40,0,40.0,UPI,Other,Dine-in,Cold,10.9,4.0,6.3,Normal,No Milk,No
CHAI1619,2026-06-28,Sunday,7,Mumbai,Adrak Chai,Medium,3,35,0,105.0,UPI,Local,Dine-in,Cold,13.8,5.0,10.3,Extra,Regular,No
CHAI1620,2026-02-05,Thursday,10,Jaipur,Chocolate Chai,Large,1,70,5,66.5,Wallet,Tourist,Takeaway,Hot,36.2,4.0,3.6,Less,Full Cream,No
CHAI1621,2026-04-28,Tuesday,13,Indore,Elaichi Chai,Small,2,30,5,57.0,Card,Student,Delivery,Cold,17.6,3.0,10.1,Normal,,No
CHAI1622,2026-05-31,Sunday,14,Delhi,Green Tea,Medium,3,50,0,150.0,UPI,Office Worker,Dine-in,Sunny,35.2,5.0,13.2,Less,Regular,Yes
CHAI1623,2026-04-09,Thursday,16,Indore,Kulhad Chai,Large,1,55,0,55.0,UPI,Student,Takeaway,Rainy,24.3,3.0,4.0,Extra,No Milk,Yes
CHAI1624,2026-06-13,Saturday,19,Indore,Kesar Chai,Small,2,45,0,90.0,UPI,Office Worker,Takeaway,Hot,41.5,2.0,12.3,No Sugar,Toned,Yes
CHAI1625,2026-02-05,Thursday,16,Delhi,Masala Chai,Medium,1,35,0,35.0,UPI,Other,Takeaway,Cloudy,29.1,4.0,11.1,Less,Regular,No
CHAI1626,2026-04-20,Monday,10,Mumbai,Kulhad Chai,Large,2,55,0,110.0,Cash,Tourist,Dine-in,Cold,8.5,2.0,11.1,Normal,Full Cream,No
CHAI1627,2026-06-30,Tuesday,21,Indore,Green Tea,Small,3,40,0,120.0,UPI,Other,Dine-in,Hot,39.3,4.0,9.3,No Sugar,No Milk,No
CHAI1628,2026-06-17,Wednesday,20,Pune,Masala Chai,Small,1,25,15,21.25,UPI,Student,Dine-in,Hot,40.8,5.0,10.9,Less,,Yes
CHAI1629,2026-05-25,Monday,14,Kota,Masala Chai,Small,1,25,0,25.0,Cash,Other,Delivery,Hot,43.4,2.0,,Less,Full Cream,No
CHAI1630,2026-05-03,Sunday,15,Pune,Lemon Tea,Medium,3,40,0,120.0,UPI,Student,Dine-in,Cloudy,26.7,5.0,4.6,Extra,Regular,No
CHAI1631,2026-04-07,Tuesday,12,Mumbai,Elaichi Chai,Medium,1,40,0,40.0,UPI,Student,Delivery,Rainy,19.9,2.0,5.1,No Sugar,Toned,No
CHAI1632,2026-05-18,Monday,9,Pune,Masala Chai,Large,1,45,0,45.0,Card,Student,Dine-in,Cold,10.8,4.0,11.0,Normal,Toned,No
CHAI1633,2026-05-03,Sunday,14,Pune,Adrak Chai,Medium,1,35,15,29.75,UPI,Tourist,Delivery,Cloudy,27.8,5.0,5.6,Less,Full Cream,
CHAI1634,2026-06-28,Sunday,10,Udaipur,Adrak Chai,Small,3,25,0,75.0,UPI,Office Worker,Delivery,Hot,35.7,3.0,10.9,Less,Regular,Yes
CHAI1635,2026-06-28,Sunday,13,Delhi,Chocolate Chai,Medium,1,60,20,48.0,UPI,Student,Dine-in,Hot,35.6,2.0,10.7,Extra,No Milk,Yes
CHAI1636,2026-04-08,Wednesday,7,Kota,Kulhad Chai,Medium,1,45,0,45.0,UPI,Local,Takeaway,Rainy,23.4,2.0,8.5,Normal,Full Cream,Yes
CHAI1637,2026-01-08,Thursday,13,Kota,Green Tea,Medium,2,50,15,85.0,Cash,Student,Takeaway,Hot,43.4,4.0,12.6,Extra,No Milk,No
CHAI1638,2026-02-11,Wednesday,8,Pune,Kulhad Chai,Medium,5,45,10,202.5,UPI,Student,Dine-in,Rainy,28.0,,10.9,No Sugar,Full Cream,
CHAI1639,2026-03-10,Tuesday,20,Jaipur,Lemon Tea,Medium,3,40,0,120.0,UPI,Other,Takeaway,Rainy,19.8,4.0,8.6,Normal,No Milk,Yes
CHAI1640,2026-04-15,Wednesday,11,Ahmedabad,Masala Chai,Medium,1,35,0,35.0,Wallet,Local,Dine-in,Rainy,26.7,5.0,4.3,No Sugar,Toned,Yes
CHAI1641,2026-06-17,Wednesday,7,Udaipur,Masala Chai,Small,2,25,20,40.0,Cash,Student,Takeaway,Cloudy,30.5,5.0,3.8,Normal,Regular,Yes
CHAI1642,2026-03-31,Tuesday,8,Delhi,Adrak Chai,Small,1,25,15,21.25,UPI,Tourist,Takeaway,Cold,14.4,3.0,5.9,Normal,Full Cream,No
CHAI1643,2026-06-16,Tuesday,21,Jaipur,Green Tea,Medium,5,50,0,250.0,UPI,Student,Dine-in,Cloudy,26.5,4.0,8.6,Normal,Toned,No
CHAI1644,2026-05-30,Saturday,17,Delhi,Masala Chai,Medium,1,35,0,35.0,Wallet,Office Worker,Takeaway,Hot,38.6,5.0,10.6,No Sugar,No Milk,No
CHAI1645,2026-03-23,Monday,18,Pune,Lemon Tea,Small,2,30,5,57.0,UPI,Tourist,Dine-in,Rainy,27.7,4.0,12.3,Extra,Full Cream,Yes
CHAI1646,2026-04-01,Wednesday,21,Pune,Adrak Chai,Large,2,45,10,81.0,UPI,Local,Dine-in,Cloudy,25.9,4.0,9.0,Less,Full Cream,No
CHAI1647,2026-03-29,Sunday,7,Mumbai,Green Tea,Small,1,40,0,40.0,Cash,Office Worker,Delivery,Cold,9.7,5.0,9.4,Extra,Regular,Yes
CHAI1648,2026-01-09,Friday,12,Delhi,Kulhad Chai,Small,1,35,5,33.25,UPI,Other,Delivery,Cold,9.3,4.0,5.6,Normal,Full Cream,Yes
CHAI1649,2026-01-12,Monday,11,Udaipur,Adrak Chai,Medium,1,35,5,33.25,Card,Local,Takeaway,Cold,15.6,5.0,9.5,No Sugar,Toned,Yes
CHAI1650,2026-06-01,Monday,19,Ahmedabad,Green Tea,Medium,1,50,0,50.0,UPI,Other,Takeaway,Rainy,19.0,4.0,8.1,Extra,Full Cream,No
CHAI1021,2026-06-24,Wednesday,20,Kota,Kesar Chai,Medium,1,55,10,49.5,Wallet,Office Worker,Delivery,Cloudy,21.8,3.0,6.7,Less,Full Cream,No
CHAI1106,2026-02-02,Monday,16,Ahmedabad,Adrak Chai,Medium,3,35,0,105.0,Cash,Tourist,Takeaway,Cloudy,25.6,2.0,5.6,Normal,No Milk,No
CHAI1231,2026-01-02,Friday,20,Jaipur,Green Tea,Medium,4,50,0,200.0,UPI,Tourist,Takeaway,Hot,39.9,4.0,8.3,Normal,Toned,Yes
CHAI1402,2026-06-29,Monday,20,Pune,Adrak Chai,Small,1,25,5,23.75,Wallet,Office Worker,Dine-in,Rainy,21.1,5.0,3.3,No Sugar,Toned,No
CHAI1511,2026-03-16,Monday,20,Pune,Adrak Chai,Small,1,25,0,25.0,Cash,Student,Takeaway,Cloudy,23.4,5.0,5.8,Less,No Milk,No
